ds,user_id,transaction_count,total_spent_vnd,avg_transaction_vnd,unique_merchants,unique_cities,error_count
2002-12-30,0,3,3175888.0,1058629.3333333333,3,1,0
2005-03-29,0,3,2503427.0,834475.6666666666,3,1,0
2003-01-02,0,3,6271471.0,2090490.3333333333,2,1,0
2003-06-06,0,3,7893906.0,2631302.0,3,2,0
2004-10-06,0,3,1972884.0,657628.0,1,1,0
2002-11-04,0,3,5496061.0,1832020.3333333333,3,1,0
2003-03-28,0,3,2.3654335E7,7884778.333333333,3,2,0
2002-11-05,0,3,7454463.0,2484821.0,3,3,0
2003-06-29,0,3,8116128.0,2705376.0,2,2,1
2005-01-22,0,3,28700.0,9566.666666666666,2,2,0
2004-07-15,0,3,1343868.0,447956.0,1,1,0
2005-01-27,0,3,4562673.0,1520891.0,2,1,0
2002-10-14,0,3,3.5744404E7,1.1914801333333334E7,3,3,0
2002-11-27,0,3,1.0378113E7,3459371.0,3,1,0
2002-10-09,0,3,5327815.0,1775938.3333333333,3,3,0
2004-12-23,0,3,8408125.0,2802708.3333333335,2,2,1
2004-11-01,0,3,6292007.0,2097335.6666666665,3,2,0
2004-03-14,0,3,1239076.0,413025.3333333333,1,1,0
2004-05-24,0,3,2031072.0,677024.0,3,2,0
2005-07-13,0,3,1584521.0,528173.6666666666,1,1,0
2003-01-06,0,3,7113231.0,2371077.0,3,2,0
2002-12-11,0,3,9935775.0,3311925.0,3,3,0
2004-07-13,0,3,5769890.0,1923296.6666666667,3,3,0
2004-06-30,0,3,3398637.0,1132879.0,3,2,0
2004-11-07,0,3,1716959.0,572319.6666666666,1,1,0
2005-05-14,0,3,5300694.0,1766898.0,2,2,0
2004-12-24,0,3,5669310.0,1889770.0,3,2,0
2002-12-10,0,3,8121658.0,2707219.3333333335,3,2,0
2003-12-02,0,3,4567939.0,1522646.3333333333,3,2,0
2004-08-02,0,3,6576368.0,2192122.6666666665,3,3,0
2004-02-22,0,3,3577153.0,1192384.3333333333,3,3,0
2003-04-12,0,3,6479212.0,2159737.3333333335,3,3,0
2002-12-15,0,3,4834395.0,1611465.0,3,3,0
2002-12-13,0,3,5986584.0,1995528.0,3,1,0
2003-02-12,0,3,5471838.0,1823946.0,2,1,0
2002-09-07,0,3,5047139.0,1682379.6666666667,3,2,0
2004-08-29,0,3,1276727.0,425575.6666666667,1,1,0
2004-12-02,0,3,2818067.0,939355.6666666666,3,2,0
2004-03-18,0,3,1484995.0,494998.3333333333,1,1,0
2003-05-09,0,2,2550294.0,1275147.0,2,2,0
2003-02-17,0,2,6951304.0,3475652.0,2,2,0
2004-07-16,0,2,-795421.0,-397710.5,1,1,0
2003-10-14,0,2,2770937.0,1385468.5,2,2,0
2003-01-04,0,2,4613753.0,2306876.5,2,2,0
2003-06-22,0,2,4287528.0,2143764.0,2,2,0
2003-04-30,0,2,6031607.0,3015803.5,2,2,0
2004-10-13,0,2,7385480.0,3692740.0,2,2,0
2005-07-21,0,2,5558726.0,2779363.0,2,2,0
2003-05-19,0,2,2909695.0,1454847.5,2,1,0
2003-05-14,0,2,1068723.0,534361.5,2,1,0
2003-09-21,0,2,6714863.0,3357431.5,2,1,0
2002-12-21,0,2,2902323.0,1451161.5,2,2,0
2005-08-03,0,2,1109796.0,554898.0,2,2,0
2003-05-30,0,2,4367307.0,2183653.5,1,1,0
2003-08-26,0,2,2733549.0,1366774.5,2,2,0
2003-01-27,0,2,4144294.0,2072147.0,2,2,0
2002-12-01,0,2,5384160.0,2692080.0,2,2,0
2003-02-13,0,2,3365988.0,1682994.0,2,1,0
2004-02-04,0,2,2305691.0,1152845.5,2,2,0
2004-12-14,0,2,8828347.0,4414173.5,2,2,0
2004-05-26,0,2,2657983.0,1328991.5,2,1,0
2004-09-20,0,2,1580572.0,790286.0,2,2,0
2004-12-18,0,2,933125.0,466562.5,2,2,0
2002-11-18,0,2,5983423.0,2991711.5,2,2,0
2002-11-16,0,2,5089267.0,2544633.5,2,1,0
2003-07-06,0,2,2602954.0,1301477.0,2,2,0
2004-02-03,0,2,1556085.0,778042.5,2,2,0
2005-07-16,0,2,3040027.0,1520013.5,2,1,0
2003-05-29,0,2,1826754.0,913377.0,2,2,0
2004-09-27,0,2,3715120.0,1857560.0,2,1,0
2004-02-08,0,2,4231972.0,2115986.0,2,2,0
2004-03-02,0,2,1979730.0,989865.0,2,2,0
2003-03-04,0,2,5569257.0,2784628.5,2,1,0
2004-08-27,0,2,1476306.0,738153.0,2,1,0
2003-07-23,0,2,1172198.0,586099.0,2,2,0
2004-09-08,0,2,1917329.0,958664.5,2,1,0
2003-05-23,0,2,3078468.0,1539234.0,2,2,0
2002-11-14,0,2,6972367.0,3486183.5,2,1,0
2003-10-20,0,2,4083472.0,2041736.0,2,1,0
2005-01-13,0,2,4391267.0,2195633.5,2,1,0
2002-10-27,0,2,4425496.0,2212748.0,2,2,0
2003-08-16,0,2,1954453.0,977226.5,2,1,0
2004-03-04,0,2,3650086.0,1825043.0,2,2,0
2002-09-19,0,2,5824129.0,2912064.5,2,1,0
2003-04-19,0,2,1359139.0,679569.5,2,2,0
2003-06-14,0,2,1935233.0,967616.5,1,1,1
2005-02-12,0,2,4050034.0,2025017.0,2,1,0
2002-11-08,0,2,4335185.0,2167592.5,2,1,0
2004-04-05,0,2,5011067.0,2505533.5,2,1,0
2005-07-27,0,2,2098214.0,1049107.0,2,1,0
2005-06-17,0,2,1040813.0,520406.5,2,1,0
2002-12-03,0,2,2586366.0,1293183.0,2,1,0
2005-01-17,0,2,3428916.0,1714458.0,2,2,0
2004-06-16,0,2,4398639.0,2199319.5,2,2,0
2003-06-28,0,2,1513694.0,756847.0,2,2,0
2004-08-18,0,2,2232495.0,1116247.5,2,2,0
2004-07-25,0,2,716168.0,358084.0,2,1,0
2003-06-03,0,2,3942609.0,1971304.5,2,2,0
2004-09-01,0,2,2709853.0,1354926.5,2,2,0
2003-04-04,0,2,1761983.0,880991.5,2,1,0
2003-03-10,0,2,1836233.0,918116.5,2,2,0
2003-03-31,0,2,2646397.0,1323198.5,2,2,1
2005-01-14,0,2,5220652.0,2610326.0,1,1,0
2004-08-22,0,2,3566621.0,1783310.5,2,2,0
2003-06-13,0,2,4686159.0,2343079.5,2,2,0
2003-11-28,0,2,3125598.0,1562799.0,2,1,0
2005-03-28,0,2,3736710.0,1868355.0,2,1,0
2003-04-16,0,2,4997640.0,2498820.0,2,1,0
2002-09-18,0,2,5822813.0,2911406.5,2,1,0
2002-09-03,0,2,5026339.0,2513169.5,2,2,0
2003-03-05,0,2,4640873.0,2320436.5,2,1,0
2004-08-09,0,2,4029497.0,2014748.5,2,2,0
2002-09-14,0,2,4663779.0,2331889.5,2,1,0
2004-01-27,0,2,661929.0,330964.5,2,1,0
2002-09-17,0,2,7369945.0,3684972.5,1,1,1
2004-09-28,0,2,2111905.0,1055952.5,2,1,1
2003-04-18,0,2,7031873.0,3515936.5,2,1,0
2002-09-01,0,2,4543716.0,2271858.0,2,2,0
2003-03-15,0,2,2313590.0,1156795.0,2,2,0
2005-02-09,0,2,1490524.0,745262.0,2,2,0
2002-11-11,0,2,6761466.0,3380733.0,2,1,0
2004-08-28,0,2,3474467.0,1737233.5,2,1,1
2003-05-04,0,2,4139818.0,2069909.0,2,2,0
2003-02-06,0,2,1445237.0,722618.5,2,2,0
2002-09-13,0,2,4507644.0,2253822.0,2,1,0
2003-04-23,0,2,3706694.0,1853347.0,2,2,0
2004-11-03,0,2,1795422.0,897711.0,2,1,1
2005-05-27,0,2,1854664.0,927332.0,2,1,0
2003-01-30,0,2,865458.0,432729.0,2,1,1
2003-02-23,0,2,918907.0,459453.5,2,1,0
2004-05-10,0,2,1556085.0,778042.5,2,1,0
2002-10-05,0,2,1843079.0,921539.5,2,1,0
2004-06-26,0,2,1108744.0,554372.0,2,2,0
2003-07-29,0,2,4531604.0,2265802.0,2,1,0
2002-11-24,0,2,5100852.0,2550426.0,2,1,0
2003-06-12,0,2,2661669.0,1330834.5,2,2,0
2002-10-28,0,2,4192477.0,2096238.5,2,1,0
2002-11-30,0,2,3406009.0,1703004.5,2,1,0
2003-09-05,0,2,2087418.0,1043709.0,2,2,0
2002-12-20,0,2,5663254.0,2831627.0,1,1,0
2004-11-27,0,2,1499476.0,749738.0,2,2,0
2003-03-24,0,2,2738552.0,1369276.0,2,1,0
2002-09-16,0,2,4201956.0,2100978.0,2,1,0
2004-08-14,0,2,1109797.0,554898.5,2,1,0
2004-09-14,0,2,5331764.0,2665882.0,2,1,0
2003-09-23,0,2,4686686.0,2343343.0,2,2,0
2003-08-30,0,2,3014487.0,1507243.5,2,1,0
2003-08-17,0,2,4444979.0,2222489.5,2,1,0
2002-09-04,0,2,5722497.0,2861248.5,1,1,0
2005-03-04,0,2,4167991.0,2083995.5,2,1,0
2003-03-21,0,2,4106906.0,2053453.0,2,1,0
2003-05-27,0,2,4607434.0,2303717.0,2,2,0
2004-02-09,0,2,2772254.0,1386127.0,2,2,0
2004-03-28,0,2,8059520.0,4029760.0,2,2,0
2002-10-19,0,2,4061092.0,2030546.0,2,1,0
2003-05-02,0,2,1631388.0,815694.0,2,2,0
2002-11-03,0,2,8706178.0,4353089.0,2,1,0
2004-05-19,0,2,2363880.0,1181940.0,2,2,0
2004-01-28,0,2,4624811.0,2312405.5,2,1,0
2003-08-11,0,2,4082156.0,2041078.0,2,1,0
2005-05-20,0,2,2560827.0,1280413.5,2,1,0
2002-09-02,0,2,6563730.0,3281865.0,2,1,0
2003-01-23,0,2,4761726.0,2380863.0,2,2,0
2005-07-07,0,2,1688260.0,844130.0,2,2,0
2004-05-06,0,2,4737503.0,2368751.5,2,1,0
2004-04-17,0,2,4258302.0,2129151.0,2,1,0
2003-02-04,0,2,2305165.0,1152582.5,2,2,0
2004-09-21,0,2,4691162.0,2345581.0,2,2,0
2002-10-23,0,2,5777788.0,2888894.0,2,1,0
2004-04-26,0,2,8211969.0,4105984.5,2,2,0
2004-07-10,0,2,3219859.0,1609929.5,2,2,0
2004-06-23,0,2,4978945.0,2489472.5,2,2,0
2002-09-20,0,2,5909963.0,2954981.5,1,1,1
2003-04-17,0,2,4904432.0,2452216.0,2,2,0
2003-02-28,0,2,1398897.0,699448.5,2,1,0
2003-05-26,0,2,4252245.0,2126122.5,2,2,0
2004-07-29,0,2,1783047.0,891523.5,2,1,0
2004-05-22,0,2,2250662.0,1125331.0,2,1,0
2003-12-15,0,2,2962880.0,1481440.0,2,1,0
2003-06-24,0,2,2990791.0,1495395.5,2,1,0
2002-11-07,0,2,6785689.0,3392844.5,2,2,0
2003-04-21,0,2,4324916.0,2162458.0,2,2,0
2003-11-22,0,2,2982628.0,1491314.0,2,2,0
2003-04-02,0,2,5181158.0,2590579.0,2,2,0
2003-07-20,0,2,1979467.0,989733.5,2,2,0
2004-05-25,0,2,7288060.0,3644030.0,2,2,0
2004-01-20,0,2,1826754.0,913377.0,2,2,0
2004-12-08,0,2,6827291.0,3413645.5,2,2,0
2004-05-05,0,2,3281206.0,1640603.0,2,2,0
2003-05-18,0,2,5165623.0,2582811.5,2,1,0
2004-10-31,0,2,1735653.0,867826.5,2,2,0
2005-03-30,0,2,-4115595.0,-2057797.5,1,1,0
2003-08-23,0,2,4321756.0,2160878.0,2,2,0
2003-12-27,0,2,1122171.0,561085.5,1,1,0
2003-06-18,0,2,5215650.0,2607825.0,2,2,0
2003-03-30,0,2,3839660.0,1919830.0,2,2,0
2005-07-11,0,2,5350721.0,2675360.5,2,1,0
2003-02-16,0,2,5134818.0,2567409.0,2,1,0
2002-10-29,0,2,1045552.0,522776.0,2,2,0
2004-04-18,0,2,4775154.0,2387577.0,2,2,0
2003-03-12,0,2,2708536.0,1354268.0,2,2,0
2003-05-17,0,2,3906274.0,1953137.0,2,2,0
2002-10-18,0,2,2447082.0,1223541.0,2,1,0
2003-03-14,0,2,2171937.0,1085968.5,2,1,0
2002-10-30,0,2,2995530.0,1497765.0,2,2,0
2003-05-21,0,2,1149291.0,574645.5,2,2,0
2003-04-03,0,2,3585315.0,1792657.5,2,1,0
2003-04-28,0,2,1606375.0,803187.5,2,2,0
2004-03-11,0,2,1696422.0,848211.0,2,2,0
2003-01-25,0,2,4526339.0,2263169.5,2,1,0
2003-01-10,0,2,1137706.0,568853.0,2,2,0
2003-06-10,0,2,3241185.0,1620592.5,2,2,0
2004-04-21,0,2,1426280.0,713140.0,2,2,0
2002-12-27,0,2,4246453.0,2123226.5,2,2,0
2003-08-19,0,2,4592162.0,2296081.0,2,1,0
2003-01-08,0,2,4992901.0,2496450.5,2,1,0
2002-11-28,0,2,3081364.0,1540682.0,2,2,0
2004-08-20,0,2,3504746.0,1752373.0,2,1,0
2005-01-03,0,2,4980525.0,2490262.5,2,2,0
2003-08-18,0,2,1661930.0,830965.0,2,2,0
2002-11-26,0,2,1.3337045E7,6668522.5,2,2,0
2003-06-02,0,2,3132180.0,1566090.0,1,1,0
2004-04-30,0,2,900476.0,450238.0,2,2,0
2002-12-16,0,2,5769363.0,2884681.5,1,1,1
2003-04-14,0,2,2465249.0,1232624.5,2,1,0
2003-03-13,0,2,4347822.0,2173911.0,2,2,0
2004-10-27,0,2,8272528.0,4136264.0,2,2,0
2003-12-09,0,2,4230393.0,2115196.5,2,2,1
2003-09-24,0,2,2647188.0,1323594.0,2,1,0
2004-09-24,0,2,2417593.0,1208796.5,2,1,0
2003-01-19,0,2,6173261.0,3086630.5,2,1,0
2002-11-17,0,2,6670892.0,3335446.0,2,1,0
2002-11-29,0,2,5576366.0,2788183.0,2,2,0
2004-08-16,0,2,1240129.0,620064.5,2,2,0
2004-06-02,0,2,1492631.0,746315.5,2,1,0
2005-04-03,0,2,3787527.0,1893763.5,2,2,0
2003-10-27,0,2,1283836.0,641918.0,2,2,0
2003-04-20,0,2,1740919.0,870459.5,2,1,0
2003-01-20,0,2,4236448.0,2118224.0,1,1,0
2005-07-12,0,2,1182993.0,591496.5,2,1,0
2004-01-06,0,2,4806486.0,2403243.0,2,1,0
2003-02-18,0,2,4316490.0,2158245.0,2,1,0
2004-01-14,0,2,1245131.0,622565.5,2,1,0
2003-10-03,0,2,3416541.0,1708270.5,2,1,0
2004-07-23,0,1,1984732.0,1984732.0,1,1,0
2002-10-07,0,1,3527126.0,3527126.0,1,1,0
2004-09-25,0,1,1238286.0,1238286.0,1,1,0
2004-09-30,0,1,115061.0,115061.0,1,1,0
2005-03-13,0,1,7023973.0,7023973.0,1,1,0
2004-08-11,0,1,1172725.0,1172725.0,1,1,0
2004-11-28,0,1,3892319.0,3892319.0,1,1,0
2003-01-21,0,1,1032387.0,1032387.0,1,1,0
2004-10-26,0,1,1689050.0,1689050.0,1,1,0
2005-03-26,0,1,1435232.0,1435232.0,1,1,0
2004-11-29,0,1,3756195.0,3756195.0,1,1,0
2003-05-24,0,1,937864.0,937864.0,1,1,0
2004-08-12,0,1,964983.0,964983.0,1,1,0
2003-07-27,0,1,4162198.0,4162198.0,1,1,0
2004-06-03,0,1,2450768.0,2450768.0,1,1,0
2003-03-20,0,1,125066.0,125066.0,1,1,0
2005-02-05,0,1,3103481.0,3103481.0,1,1,0
2005-05-02,0,1,697210.0,697210.0,1,1,0
2003-02-19,0,1,2562143.0,2562143.0,1,1,0
2003-02-14,0,1,1419961.0,1419961.0,1,1,0
2004-04-14,0,1,1224594.0,1224594.0,1,1,0
2004-02-14,0,1,2887315.0,2887315.0,1,1,0
2005-02-10,0,1,417326.0,417326.0,1,1,1
2003-08-29,0,1,2000530.0,2000530.0,1,1,0
2005-04-28,0,1,3483419.0,3483419.0,1,1,0
2005-07-30,0,1,1383099.0,1383099.0,1,1,0
2005-05-22,0,1,3959986.0,3959986.0,1,1,0
2003-03-08,0,1,3628232.0,3628232.0,1,1,0
2005-07-06,0,1,2303322.0,2303322.0,1,1,0
2005-04-16,0,1,1041076.0,1041076.0,1,1,0
2004-08-23,0,1,278305.0,278305.0,1,1,0
2003-06-08,0,1,2272516.0,2272516.0,1,1,0
2003-11-15,0,1,2845714.0,2845714.0,1,1,0
2004-06-07,0,1,2437603.0,2437603.0,1,1,0
2002-09-24,0,1,2966567.0,2966567.0,1,1,0
2003-08-22,0,1,2965250.0,2965250.0,1,1,0
2003-11-08,0,1,2744607.0,2744607.0,1,1,0
2005-04-02,0,1,2191684.0,2191684.0,1,1,0
2004-03-23,0,1,3434446.0,3434446.0,1,1,0
2004-03-21,0,1,1090839.0,1090839.0,1,1,0
2003-09-27,0,1,1498950.0,1498950.0,1,1,0
2003-07-18,0,1,941287.0,941287.0,1,1,0
2004-05-15,0,1,1013167.0,1013167.0,1,1,0
2004-12-06,0,1,1721962.0,1721962.0,1,1,0
2003-02-09,0,1,269616.0,269616.0,1,1,0
2004-11-24,0,1,1105847.0,1105847.0,1,1,0
2004-02-24,0,1,1015273.0,1015273.0,1,1,0
2003-01-05,0,1,778043.0,778043.0,1,1,0
2003-05-07,0,1,2691422.0,2691422.0,1,1,0
2005-04-09,0,1,3854931.0,3854931.0,1,1,0
2004-09-19,0,1,3396531.0,3396531.0,1,1,0
2004-12-21,0,1,537126.0,537126.0,1,1,0
2003-06-16,0,1,1266722.0,1266722.0,1,1,0
2004-08-07,0,1,3888896.0,3888896.0,1,1,0
2002-09-06,0,1,2906009.0,2906009.0,1,1,0
2004-04-19,0,1,1808587.0,1808587.0,1,1,0
2004-10-18,0,1,1126384.0,1126384.0,1,1,0
2003-11-19,0,1,1548449.0,1548449.0,1,1,0
2005-03-09,0,1,2923386.0,2923386.0,1,1,0
2003-02-24,0,1,197999.0,197999.0,1,1,0
2005-01-06,0,1,833335.0,833335.0,1,1,0
2003-08-24,0,1,1624279.0,1624279.0,1,1,0
2004-06-28,0,1,734072.0,734072.0,1,1,0
2004-05-17,0,1,164561.0,164561.0,1,1,0
2004-12-29,0,1,1532652.0,1532652.0,1,1,0
2004-02-01,0,1,978412.0,978412.0,1,1,0
2002-10-22,0,1,4330972.0,4330972.0,1,1,0
2004-07-17,0,1,1270934.0,1270934.0,1,1,0
2003-04-27,0,1,1319644.0,1319644.0,1,1,0
2002-10-20,0,1,1080044.0,1080044.0,1,1,0
2003-09-12,0,1,3044503.0,3044503.0,1,1,0
2005-02-24,0,1,1092419.0,1092419.0,1,1,0
2004-10-02,0,1,1350977.0,1350977.0,1,1,0
2003-09-14,0,1,267510.0,267510.0,1,1,0
2003-01-13,0,1,1563457.0,1563457.0,1,1,0
2004-11-14,0,1,2381258.0,2381258.0,1,1,0
2003-12-26,0,1,2848873.0,2848873.0,1,1,0
2004-11-16,0,1,665615.0,665615.0,1,1,0
2004-03-25,0,1,70827.0,70827.0,1,1,0
2004-03-01,0,1,1746449.0,1746449.0,1,1,0
2004-07-28,0,1,4709066.0,4709066.0,1,1,0
2003-10-18,0,1,951029.0,951029.0,1,1,0
2004-02-18,0,1,3471307.0,3471307.0,1,1,0
2005-01-19,0,1,5739874.0,5739874.0,1,1,0
2004-02-25,0,1,3400744.0,3400744.0,1,1,0
2005-04-04,0,1,1745396.0,1745396.0,1,1,0
2005-02-26,0,1,160085.0,160085.0,1,1,0
2003-07-13,0,1,291996.0,291996.0,1,1,0
2004-11-18,0,1,288837.0,288837.0,1,1,0
2003-01-22,0,1,2885471.0,2885471.0,1,1,0
2005-06-21,0,1,1085310.0,1085310.0,1,1,0
2005-02-28,0,1,247762.0,247762.0,1,1,0
2005-01-30,0,1,1129281.0,1129281.0,1,1,0
2003-04-22,0,1,833598.0,833598.0,1,1,0
2004-11-19,0,1,3582945.0,3582945.0,1,1,0
2004-12-16,0,1,3449190.0,3449190.0,1,1,0
2004-09-05,0,1,1060297.0,1060297.0,1,1,0
2004-08-13,0,1,2398899.0,2398899.0,1,1,0
2004-04-09,0,1,44234.0,44234.0,1,1,0
2005-02-21,0,1,1781994.0,1781994.0,1,1,0
2003-10-06,0,1,1010534.0,1010534.0,1,1,0
2004-03-16,0,1,1538707.0,1538707.0,1,1,0
2003-10-31,0,1,306214.0,306214.0,1,1,0
2003-10-11,0,1,4273573.0,4273573.0,1,1,0
2003-10-07,0,1,3767516.0,3767516.0,1,1,0
2003-10-25,0,1,3116120.0,3116120.0,1,1,0
2003-06-21,0,1,1162983.0,1162983.0,1,1,0
2002-10-02,0,1,3668780.0,3668780.0,1,1,0
2003-03-03,0,1,2827546.0,2827546.0,1,1,0
2003-10-01,0,1,3189053.0,3189053.0,1,1,1
2003-10-29,0,1,1373357.0,1373357.0,1,1,0
2003-03-19,0,1,3298058.0,3298058.0,1,1,0
2005-01-28,0,1,1192735.0,1192735.0,1,1,0
2005-01-15,0,1,218800.0,218800.0,1,1,0
2005-02-03,0,1,1820699.0,1820699.0,1,1,0
2004-03-27,0,1,1367301.0,1367301.0,1,1,0
2005-02-22,0,1,3686157.0,3686157.0,1,1,0
2003-08-12,0,1,979201.0,979201.0,1,1,0
2004-11-17,0,1,2832549.0,2832549.0,1,1,0
2003-09-17,0,1,901265.0,901265.0,1,1,0
2005-04-13,0,1,44760.0,44760.0,1,1,0
2005-04-18,0,1,3119806.0,3119806.0,1,1,0
2005-01-31,0,1,404687.0,404687.0,1,1,0
2004-12-27,0,1,837284.0,837284.0,1,1,0
2004-11-09,0,1,3992898.0,3992898.0,1,1,0
2005-04-21,0,1,392312.0,392312.0,1,1,0
2005-07-31,0,1,2393369.0,2393369.0,1,1,0
2003-01-15,0,1,2018698.0,2018698.0,1,1,0
2004-07-01,0,1,1606111.0,1606111.0,1,1,0
2004-02-19,0,1,1132704.0,1132704.0,1,1,0
2003-03-18,0,1,3540291.0,3540291.0,1,1,0
2005-03-14,0,1,980518.0,980518.0,1,1,0
2003-09-15,0,1,1809903.0,1809903.0,1,1,0
2002-12-09,0,1,3535025.0,3535025.0,1,1,0
2005-07-26,0,1,970249.0,970249.0,1,1,0
2003-03-22,0,1,966826.0,966826.0,1,1,0
2003-09-04,0,1,3383103.0,3383103.0,1,1,0
2004-09-18,0,1,2052400.0,2052400.0,1,1,0
2005-03-19,0,1,1119802.0,1119802.0,1,1,0
2004-10-25,0,1,1065563.0,1065563.0,1,1,0
2004-04-07,0,1,1805954.0,1805954.0,1,1,1
2004-10-28,0,1,2521068.0,2521068.0,1,1,0
2004-08-06,0,1,2050030.0,2050030.0,1,1,0
2003-07-03,0,1,3846505.0,3846505.0,1,1,0
